issn,revista,qualis
09603182,GEOTECHNICAL AND GEOLOGICAL ENGINEERING,A2
00465828,GEOTECHNICAL ENGINEERING JOURNAL OF THE SEAGS AGSSEA,B2
01496115,GEOTECHNICAL TESTING JOURNAL,A3
00168505,GEOTECHNIQUE,A1
20452543,GEOTECHNIQUE LETTERS,A2
03799522,GEOTECNIA,C
02661144,GEOTEXTILES AND GEOMEMBRANES,A1
19845537,GEOTEXTOS,A4
1809189X,GEOTEXTOS,A4
21790892,GEOUSP ESPACO E TEMPO,A2
22360972,REVISTA DE GESTAO E PROJETOS,A4
19842430,GEPROS GESTAO DA PRODUCAO OPERACOES E SISTEMAS,C
1809614X,GEPROS GESTAO DA PRODUCAO OPERACOES E SISTEMAS,C
23182598,GERAIS REVISTA DE SAUDE PUBLICA DO SUSMG,C
19838220,GERAIS REVISTA INTERINSTITUCIONAL DE PSICOLOGIA,A4
01974572,GERIATRIC NURSING,A4
14441586,GERIATRICS AND GERONTOLOGY INTERNATIONAL,A2
24472115,GERIATRICS GERONTOLOGY AND AGING,B2
24472123,GERIATRICS GERONTOLOGY AND AGING,B2
20718322,GERMAN LAW JOURNAL,A1
21755604,GERMINAL MARXISMO E EDUCACAO EM DEBATE,A4
07340664,GERODONTOLOGY,A3
17412358,GERODONTOLOGY,A3
1134928X,GEROKOMOS,B2
15691101,GERONTECHNOLOGY,B3
0304324X,GERONTOLOGY,A1
23337214,GERONTOLOGY AND GERIATRIC MEDICINE,B3
22384170,GESTAO CONTEMPORANEA,B3
18090214,GESTAO CONTEMPORANEA,B3
21773068,GESTAO CONTEMPORANEA,B3
23175087,GESTAO E CONEXOES,A4
18075436,GESTAO E DESENVOLVIMENTO,B1
24466875,GESTAO E DESENVOLVIMENTO,B1
24468738,GESTAO E DESENVOLVIMENTO EM REVISTA,B4
19805756,GESTAO E SOCIEDADE,B1
2175733X,GESTAO EM FOCO UNISEPE,B3
15169103,GESTAO PLANEJAMENTO,A3
18069649,GESTAO PRODUCAO,B2
0104530X,GESTAO PRODUCAO,B2
21771243,REVISTA GESTAO PUBLICA PRATICAS E DESAFIOS,B4
18085792,GESTAO E REGIONALIDADE,A3
21765308,GESTAO E REGIONALIDADE,A3
19811543,GESTAO TECNOLOGIA DE PROJETOS,A3
19843097,GESTAO UNIVERSITARIA,C
16791827,GESTAOORG,B1
01235834,GESTION DESARROLLO,A4
19889011,GESTION JOVEN,B2
1040483X,GESTOS,B3
18623573,GIGAFOCUS LATEINAMERIKA,A4
2047217X,GIGASCIENCE,A1
23584467,GIRAMUNDO REVISTA DE GEOGRAFIA DO COLEGIO PEDRO II,B1
25253123,GIS GESTO IMAGEM E SOM REVISTA DE ANTROPOLOGIA,B3
15481603,GISCIENCE AND REMOTE SENSING,A1
22278575,GLAND SURGERY,A3
00170895,GLASGOW MATHEMATICAL JOURNAL,B1
23187131,GLAUKS ONLINE,B1
08941491,GLIA,A1
23155094,GLOBAL ADVANCED RESEARCH JOURNAL OF AGRICULTURAL SCIENCE,C
23155159,GLOBAL ADVANCED RESEARCH JOURNAL OF MEDICINE AND MEDICAL SCIENCES IMPACT FACTOR,C
09218181,GLOBAL AND PLANETARY CHANGE,A1
15408906,GLOBAL AQUACULTURE ADVOCATE,C
08866236,GLOBAL BIOGEOCHEMICAL CYCLES,A1
19475667,GLOBAL BUSINESS AND MANAGEMENT RESEARCH,B1
09721509,GLOBAL BUSINESS REVIEW,A3
13541013,GLOBAL CHANGE BIOLOGY,A1
17571693,GLOBAL CHANGE BIOLOGY BIOENERGY,A1
20453817,GLOBAL CONSTITUTIONALISM,C
1466822X,GLOBAL ECOLOGY AND BIOGEOGRAPHY,A1
23519894,GLOBAL ECOLOGY AND CONSERVATION,A2
10752846,GLOBAL GOVERNANCE,A2
16549880,GLOBAL HEALTH ACTION,A2
17579759,GLOBAL HEALTH PROMOTION,B2
22778160,GLOBAL JOURNAL FOR RESEARCH ANALYSIS,C
24371858,GLOBAL JOURNAL OF AGRICULTURAL RESEARCH AND REVIEWS,C
09754172,GLOBAL JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,C
23494506,GLOBAL JOURNAL OF ENGINEERING SCIENCE AND RESEARCH MANAGEMENT,C
0975587X,GLOBAL JOURNAL OF HUMAN SOCIAL SCIENCES,B1
09755853,GLOBAL JOURNAL OF MANAGEMENT AND BUSINESS,C
22494588,GLOBAL JOURNAL OF MANAGEMENT AND BUSINESS RESEARCH,C
09755888,GLOBAL JOURNAL OF MEDICAL RESEARCH,C
22494596,GLOBAL JOURNAL OF RESEARCHES IN ENGINEERING CIVIL AND STRUCTURAL ENGINEERING,C
09755861,GLOBAL JOURNAL OF RESEARCHES IN ENGINEERING,B4
09755896,GLOBAL JOURNAL OF SCIENCE FRONTIER RESEARCH,C
16762819,GLOBAL MANAGER,B3
17427665,GLOBAL MEDIA AND COMMUNICATION,A3
15507521,GLOBAL MEDIA JOURNAL,A3
20072031,GLOBAL MEDIA JOURNAL,A3
17907632,GLOBAL NEST JOURNAL,B1
14702266,GLOBAL NETWORKS,A1
17585899,GLOBAL POLICY JOURNAL,A2
18759858,GLOBAL RESPONSIBILITY TO PROTECT,A4
19843801,GLOBAL SCIENCE AND TECHNOLOGY,C
13600826,GLOBAL SOCIETY,A4
20425805,GLOBAL STRATEGY JOURNAL,A2
14767724,GLOBALISATION SOCIETIES AND EDUCATION,A1
17448603,GLOBALIZATION AND HEALTH,A1
16178351,GLOTTOMETRICS,C
09596658,GLYCOBIOLOGY,A2
02820080,GLYCOCONJUGATE JOURNAL,A4
21645701,GM CROPS FOOD BIOTECHNOLOGY IN AGRICULTURE AND THE FOOD CHAIN,A2
2364821X,GOLD BULLETIN,A4
23464712,GONDOLA ENSENANZA Y APRENDIZAJE DE LAS CIENCIAS,A4
1342937X,GONDWANA RESEARCH,A1
09521895,GOVERNANCE,A1
18096670,GOVERNET BOLETIM DO ORCAMENTO E FINANCAS,B4
0740624X,GOVERNMENT INFORMATION QUARTERLY,A1
0721832X,GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,A2
23584114,GRAGOATA,A2
00173134,GRANA,A4
14147319,GRANDE SINAL,C
0367505X,GRANJA,C
23644966,GRANULAR COMPUTING,C
14345021,GRANULAR MATTER,A2
15161536,GRAPHOS,A3
09110119,GRAPHS AND COMBINATORICS,B1
00173495,GRASAS Y ACEITES,B2
19884214,GRASAS Y ACEITES,B2
01425242,GRASS AND FORAGE SCIENCE,A1
97885664,GRATUITA,C
02022893,GRAVITATION COSMOLOGY,B2
21606951,GREEN AND SUSTAINABLE CHEMISTRY,C
2160696X,GREEN AND SUSTAINABLE CHEMISTRY,C
14639262,GREEN CHEMISTRY,A1
17518253,GREEN CHEMISTRY LETTERS AND REVIEWS,A3
20491220,GREEN MATERIALS,A3
21919550,GREEN PROCESSING AND SYNTHESIS,B1
21523878,GREENHOUSE GASES SCIENCE AND TECHNOLOGY,A2
14140268,GRIFOS,B3
21781036,GRIOT REVISTA DE FILOSOFIA,B2
09262644,GROUP DECISION AND NEGOTIATION,A2
15729907,GROUP DECISION AND NEGOTIATION,A2
08977194,GROWTH FACTORS,B1
10966374,GROWTH HORMONE IGF RESEARCH,A4
24474096,GUAJU REVISTA BRASILEIRA DE DESENVOLVIMENTO TERRITORIAL SUSTENTAVEL,B2
19801858,GUAVIRA LETRAS,A3
10024913,GUOJI SHEHUI KEXUE ZAZHI,C
00175749,GUT,A1
19490976,GUT MICROBES,A1
17574749,GUT PATHOGENS,A2
18068979,GV EXECUTIVO,NP
22374639,GV NOVOS NEGOCIOS,NP
2179135X,REVISTA BRASILEIRA DE CASOS DE ENSINO EM ADMINSTRACAO,B3
03787346,GYNECOLOGIC AND OBSTETRIC INVESTIGATION,B2
00908258,GYNECOLOGIC ONCOLOGY,A1
09513590,GYNECOLOGICAL ENDOCRINOLOGY,A4
01973975,HABITAT INTERNATIONAL,A1
16786475,HABITUS,A3
19837798,HABITUS,A3
13035010,HACETTEPE JOURNAL OF MATHEMATICS AND STATISTICS,B2
03906078,HAEMATOLOGICA,A1
15928721,HAEMATOLOGICA,A1
13518216,HAEMOPHILIA,A4
13652516,HAEMOPHILIA,A4
17589983,HAND THERAPY,B3
01003283,HANSENOLOGIA INTERNATIONALIS,B4
15689883,HARMFUL ALGAE,A1
00178012,HARVARD BUSINESS REVIEW,A1
07179952,HARVARD BUSINESS REVIEW,A1
10434534,HARVARD PAPERS IN BOTANY,B2
20491115,HAU JOURNAL OF ETHNOGRAPHIC THEORY,A1
21658242,HAWAII JOURNAL OF MEDICINE PUBLIC HEALTH,A3
1746160X,HEAD FACE MEDICINE,A2
16786770,HEADACHE MEDICINE,C
21787468,HEADACHE MEDICINE,C
00178748,HEADACHE THE JOURNAL OF HEAD AND FACE PAIN,A4
19494998,HEALTH,C
19495005,HEALTH,C
10790969,HEALTH AND HUMAN RIGHTS,A2
13538292,HEALTH AND PLACE,A1
14777525,HEALTH AND QUALITY OF LIFE OUTCOMES,A2
21907188,HEALTH AND TECHNOLOGY,B2
23264403,HEALTH BEHAVIOR AND POLICY REVIEW,B4
07399332,HEALTH CARE FOR WOMEN INTERNATIONAL,B1
13869620,HEALTH CARE MANAGEMENT SCIENCE,A4
10579230,HEALTH ECONOMICS,A1
00179078,HEALTH PHYSICS,B1
02681080,HEALTH POLICY AND PLANNING,A1
09574824,HEALTH PROMOTION INTERNATIONAL,A2
21642850,HEALTH PSYCHOLOGY AND BEHAVIORAL MEDICINE,A3
14784505,HEALTH RESEARCH POLICY AND SYSTEMS,A1
1791809X,HEALTH SCIENCE JOURNAL,C
18402291,HEALTHMED,C
19868103,HEALTHMED JOURNAL,C
03785955,HEARING RESEARCH,A2
13556037,HEART,A2
13824147,HEART FAILURE REVIEWS,A1
01479563,HEART LUNG,A2
09477411,HEAT AND MASS TRANSFER,A2
21517975,HEAT PIPE SCIENCE AND TECHNOLOGY,C
01457632,HEAT TRANSFER ENGINEERING,A3
10642285,HEAT TRANSFER RESEARCH,A4
18091261,HEGEMONIA,B2
1438387X,HELGOLAND MARINE RESEARCH,A4
22814515,HELICE,B4
10834389,HELICOBACTER,A1
15235378,HELICOBACTER,A1
23579366,HELIKON REVISTA DE HISTORIA,B4
24058440,HELIYON,A4
11099666,HELLENIC JOURNAL OF CARDIOLOGY,B1
04406605,HELMINTHOLOGIA,B2
02780232,HEMATOLOGICAL ONCOLOGY,A3
15204391,HEMATOLOGY,A3
10245332,HEMATOLOGY,A3
16583876,HEMATOLOGYONCOLOGY AND STEM CELL THERAPY,B1
14927535,HEMODIALYSIS INTERNATIONAL,B1
03630269,HEMOGLOBIN,B2
22366334,HENDU,C
02709139,HEPATOLOGY,A1
1872034X,HEPATOLOGY,A1
13866346,HEPATOLOGY RESEARCH,A3
0018067X,HEREDITY,A2
19836996,HERINGERIANA,B4
07679513,HERMES,A2
16778979,HERMES,B2
12654906,HERNIA,A2
24482609,HERODOTO REVISTA DO GRUPO DE ESTUDOS E PESQUISAS SOBRE A ANTIGUIDADE CLASSICA E SUAS CONEXOES AFROASIATICAS,B1
23164670,HERPETOLOGIA BRASILEIRA,C
00180831,HERPETOLOGICA,A4
19385099,HERPETOLOGICA,A4
14730928,HERPETOLOGICAL BULLETIN,B4
19317603,HERPETOLOGICAL CONSERVATION AND BIOLOGY,A4
02680130,HERPETOLOGICAL JOURNAL,A3
07331347,HERPETOLOGICAL MONOGRAPH,A1
0018084X,HERPETOLOGICAL REVIEW,B4
20715773,HERPETOLOGY NOTES,B3
10134425,HERPETOZOA,A4
18524710,HERRAMIENTA,C
03296121,HERRAMIENTA,C
19892616,HIB REVISTA DE HISTORIA IBEROAMERICANA,A2
01888897,HIDROBIOLOGICA,B3
11209879,HIGH BLOOD PRESSURE CARDIOVASCULAR PREVENTION,A4
08957959,HIGH PRESSURE RESEARCH,A4
00181544,HIGH TEMPERATURES HIGH PRESSURES,B2
00181560,HIGHER EDUCATION,A1
01019171,HIGIENE ALIMENTAR,C
25262386,HIPATIA REVISTA BRASILEIRA DE HISTORIA EDUCACAO E MATEMATICA,C
18094260,HIPERTENSAO,C
19816081,HIPERTEXTUS REVISTA DIGITAL,B1
10509631,HIPPOCAMPUS,A2
00182133,HISPANIA,A3
1676904X,HISPANISTA,B1
16769058,HISPANISTA,B1
09486143,HISTOCHEMISTRY AND CELL BIOLOGY,A2
02133911,HISTOLOGY AND HISTOPATHOLOGY,A3
16995848,HISTOLOGY AND HISTOPATHOLOGY,A3
03090167,HISTOPATHOLOGY,A2
13652559,HISTOPATHOLOGY,A2
19804369,HISTORIA,A1
01019074,HISTORIA,A1
16962060,HISTORIA ACTUAL ONLINE,A2
22372717,HISTORIA AMBIENTAL LATINOAMERICANA Y CARIBENA,B1
16784758,HISTORIA CIENCIAS SAUDE,B1
01211617,HISTORIA CRITICA,A1
21782911,HISTORIA DA CIENCIA E ENSINO CONSTRUINDO INTERFACES,C
14143518,HISTORIA DA EDUCACAO,A1
22363459,HISTORIA DA EDUCACAO,A1
19839928,HISTORIA DA HISTORIOGRAFIA,A1
02120267,HISTORIA DE LA EDUCACION,B4
15172856,HISTORIA DEBATES E TENDENCIAS,A2
22388885,HISTORIA DEBATES E TENDENCIAS,A2
22386270,HISTORIA E CULTURA,A3
23188294,HISTORIA E CULTURAS,B2
18085318,HISTORIA E ECONOMIA,B4
15193314,HISTORIA ECONOMICA HISTORIA DE EMPRESAS,A4
22383018,HISTORIA E ENSINO,A3
14143488,HISTORIA E ENSINO,A3
23181729,HISTORIA HISTORIAS,B1
20364040,HISTORIA MAGISTRA,B2
23178361,HISTORIA NATUREZA E ESPACO,B2
15167658,HISTORIA ORAL,A2
23581654,HISTORIA ORAL,A2
21764352,HISTORIA PERSPECTIVAS,B1
0103409X,HISTORIA PERSPECTIVAS,B1
01006932,HISTORIA QUESTOES E DEBATES,A3
14146312,HISTORIA REVISTA,A2
19844530,HISTORIA REVISTA,A2
23592370,HISTORIA UNICAP,A4
15193861,HISTORIA UNISINOS,A2
22361782,HISTORIA UNISINOS,A2
19883056,HISTORIA Y COMUNICACION SOCIAL,A4
11370734,HISTORIA Y COMUNICACION SOCIAL,A4
24440043,HISTORIA Y MEMORIA DE LA EDUCACION,A3
15198502,HISTORIAE,A4
22385541,HISTORIAE,A4
08912963,HISTORICAL BIOLOGY,A3
03919714,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,A1
11228792,HISTORY OF ECONOMIC IDEAS,A3
0046760X,HISTORY OF EDUCATION,A3
19711093,HISTORY OF EDUCATION CHILDRENS LITERATURE TESTO,A3
19711131,HISTORY OF EDUCATION CHILDRENS LITERATURE TESTO,A3
00182702,HISTORY OF POLITICAL ECONOMY,A1
10934510,HISTORY OF PSYCHOLOGY,A2
19390610,HISTORY OF PSYCHOLOGY,A2
23766700,HISTORY RESEARCH,B4
14642662,HIV MEDICINE,A3
11791373,HIVAIDS,A3
00732877,HOEHNEA,B4
22368906,HOEHNEA,B4
09596836,HOLOCENE,A1
15181634,HOLOS,A3
18071600,HOLOS,A3
15198634,HOLOS ENVIRONMENT,B4
15198421,HOLOS ENVIRONMENT,B4
00183768,EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS,A3
00183830,HOLZFORSCHUNG,A1
25260774,HOMA PUBLICA REVISTA INTERNACIONAL DE DIREITOS HUMANOS E EMPRESAS,C
14754916,HOMEOPATHY,A3
10887679,HOMICIDE STUDIES,A1
0018442X,HOMO,B1
16799615,HORIZONTE REVISTA DE ESTUDOS DE TEOLOGIA E CIENCIAS DA RELIGIAO,A2
18083064,HORIZONTE CIENTIFICO,NP
07168861,HORIZONTE DE ENFERMERIA,B4
21755841,HORIZONTE REVISTA DE ESTUDOS DE TEOLOGIA E CIENCIAS DA RELIGIAO,A2
2317109X,REVISTA HORIZONTES,A4
01037706,REVISTA HORIZONTES,A4
01047183,HORIZONTES ANTROPOLOGICOS,A1
18069983,HORIZONTES ANTROPOLOGICOS,A1
16779770,HORIZONTES DE LINGUISTICA APLICADA,A4
23181540,HORIZONTES REVISTA DE EDUCACAO,B4
11093099,HORMINT J ENDOCRINO,A2
00185043,HORMONE AND METABOLIC RESEARCH,A4
14394286,HORMONE AND METABOLIC RESEARCH,A4
18681891,HORMONE MOLECULAR BIOLOGY AND CLINICAL INVESTIGATION,A4
16632818,HORMONE RESEARCH IN PAEDIATRICS,A2
16632826,HORMONE RESEARCH IN PAEDIATRICS,A2
0018506X,HORMONES AND BEHAVIOR,A1
03273431,HORTICULTURA ARGENTINA,C
18069991,HORTICULTURA BRASILEIRA,A4
01020536,HORTICULTURA BRASILEIRA,A4
02536498,HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,A3
00185345,HORTSCIENCE,A4
1365182X,HPB,A2
14158868,HSM MANAGEMENT,NP
01033123,HU REVISTA,B4
19828047,HU REVISTA,B4
10807039,HUMAN AND ECOLOGICAL RISK ASSESSMENT,B1
10659471,HUMAN BRAIN MAPPING,A1
03007839,HUMAN ECOLOGY,A1
14645653,HUMAN ECOLOGY,NP
10744827,HUMAN ECOLOGY REVIEW,A3
09603271,HUMAN EXPERIMENTAL TOXICOLOGY,B1
14770903,HUMAN EXPERIMENTAL TOXICOLOGY,B1
00187208,HUMAN FACTORS,A1
10908471,HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING,A3
23167963,HUMAN FACTORS IN DESIGN,A2
14647273,HUMAN FERTILITY,B1
19552068,HUMAN FRONTIER SCIENCE PROGRAM,C
10430342,HUMAN GENE THERAPY,A2
03406717,HUMAN GENETICS,A2
2054345X,HUMAN GENOME VARIATIONS,B3
14797364,HUMAN GENOMICS,A2
01988859,HUMAN IMMUNOLOGY,B1
20592302,HUMAN LEUKOCYTE ANTIGENS,A3
14602083,HUMAN MOLECULAR GENETICS,A1
09646906,HUMAN MOLECULAR GENETICS,A1
17323991,HUMAN MOVEMENT,B2
01679457,HUMAN MOVEMENT SCIENCE,A3
10597794,HUMAN MUTATION,A2
00468177,HUMAN PATHOLOGY,A2
08856222,HUMAN PSYCHOPHARMACOLOGY,A2
00187267,HUMAN RELATIONS,A1
02681161,HUMAN REPRODUCTION,A1
13554786,HUMAN REPRODUCTION UPDATE,A1
14784491,HUMAN RESOURCES FOR HEALTH,A1
02750392,HUMAN RIGHTS QUARTERLY,A3
21645515,HUMAN VACCINES IMMUNOTHERAPEUTICS,A4
2164554X,HUMAN VACCINES IMMUNOTHERAPEUTICS,A4
01029479,HUMANIDADES,C
19826931,HUMANIDADES EM DIALOGO,C
23588322,HUMANIDADES INOVACAO,A2
17278120,HUMANIDADES MEDICAS,A4
18091628,HUMANIDADES TECNOLOGIA EM REVISTA,B3
09375414,HUMANITARES VOLKERRECHT,B2
23308176,HUMANITIES AND SOCIAL SCIENCES,C
19802218,HYDRO,C
15735117,HYDROBIOLOGIA,A2
00188158,HYDROBIOLOGIA,A2
14312174,HYDROGEOLOGY JOURNAL,A2
08856087,HYDROLOGICAL PROCESSES,A1
10991085,HYDROLOGICAL PROCESSES,A1
02626667,HYDROLOGICAL SCIENCES JOURNAL,A2
16077938,HYDROLOGY AND EARTH SYSTEM SCIENCES,A1
10275606,HYDROLOGY AND EARTH SYSTEM SCIENCES,A1
18122116,HYDROLOGY AND EARTH SYSTEM SCIENCES DISCUSSIONS,C
19989563,HYDROLOGY RESEARCH,B1
0304386X,HYDROMETALLURGY,A1
19801726,HYGEIA REVISTA BRASILEIRA DE GEOGRAFIA MEDICA E DA SAUDE,B1
03043843,HYPERFINE INTERACTIONS,B4
0194911X,HYPERTENSION,A1
15244563,HYPERTENSION,A1
10641955,HYPERTENSION IN PREGNANCY,A4
09169636,HYPERTENSION RESEARCH,A2
18255272,HYSTRIX THE ITALIAN JOURNAL OF MAMMALOGY,A2
19590318,I R B M NEWS,B2
16463692,IADIS INTERNATIONAL JOURNAL ON COMPUTER SCIENCE AND INFORMATION SYSTEMS,B2
16457641,IADIS INTERNATIONAL JOURNAL ON WWWINTERNET,C
19837836,IARA REVISTA DE MODA CULTURA E ARTE,B2
18372104,IARTEM EJOURNAL,NP
20793871,IASPM JOURNAL,A2
09281541,IAWA JOURNAL,A3
11339810,IBER,B2
23865768,IBERIAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,B2
22602534,IBERICL REVUE DETUDES IBERIQUES ET IBEROAMERICAINES,A4
22374523,IBEROAMERICAN JOURNAL OF APPLIED COMPUTING,B3
21758018,IBEROAMERICAN JOURNAL OF INDUSTRIAL ENGINEERING,C
23469161,IBEROAMERICAN JOURNAL OF PROJECT MANAGEMEN,B3
15773388,IBEROAMERICANA,A1
03881237,IBEROAMERICANA,A3
18880967,IBERSID,B3
00191019,IBIS,A1
24518301,IBRO REPORTS,B4
21504075,IBUSINESS,C
21504083,IBUSINESS,C
00191035,ICARUS,A3
10902643,ICARUS,A3
10959289,ICES JOURNAL OF MARINE SCIENCE,A1
10543139,ICES JOURNAL OF MARINE SCIENCE,A1
10420940,ICHNOS AN INTERNATIONAL JOURNAL OF PLANT AND ANIMAL TRACES,B1
09369902,ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,A4
13418998,ICHTHYOLOGICAL RESEARCH,B2
15166082,ICONE,B4
2175215X,ICONE,B4
19827717,ICONE REVISTA DE LETRAS,B1
13901249,ICONOS,B1
13908065,ICONOS REVISTA DE CIENCIAS SOCIALES DA FLACSO,B1
22142509,ID CASES,B3
19811179,ID ONLINE REVISTA MULTIDISCIPLINAR E DE PSICOLOGIA,B3
01013106,IDE,B1
14154668,IDEACAO,B1
15186911,IDEACAO,B2
19505701,IDEAS,C
23163127,IDEIAS E INOVACAO LATO SENSU,B3
01047876,IDEIAS REVISTA DO INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS DA UNICAMP,B3
21795525,IDEIAS REVISTA DO INSTITUTO DE FILOSOFIA E CIENCIAS HUMANAS DA UNICAMP,B3
2178437X,IDENTIDADE,B1
16769570,IDENTIDADE,B1
00734675,IDESIA,B3
07183429,IDESIA,B3
20843763,IDO MOVEMENT FOR CULTURE JOURNAL OF MARTIAL ARTS ANTHROPOLOGY,A2
17595436,IDS BULLETIN,B2
02655012,IDS BULLETIN,B2
16994574,IE COMUNICACIONES,B4
21693536,IEEE ACCESS,A1
15361225,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS,A1
10459243,IEEE ANTENNAS PROPAGATION MAGAZINE,A3
23256095,IEEE CLOUD COMPUTING,A2
10897798,IEEE COMMUNICATIONS LETTERS,A1
01636804,IEEE COMMUNICATIONS MAGAZINE,A1
1553877X,IEEE COMMUNICATIONS SURVEYS AND TUTORIALS,A1
02721716,IEEE COMPUTER GRAPHICS AND APPLICATIONS,A3
10863702,IEEE COMPUTER SOCIETY,C
1066033X,IEEE CONTROL SYSTEMS,A1
08837554,IEEE ELECTRICAL INSULATION MAGAZINE,A3
07413106,IEEE ELECTRON DEVICE LETTERS,A2
19324537,IEEE ETRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT,A1
15580571,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,A2
1545598X,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,A2
10772618,IEEE INDUSTRY APPLICATIONS MAGAZINE,A4
15411672,IEEE INTELLIGENT SYSTEMS,A2
10897801,IEEE INTERNET COMPUTING,A2
23274662,IEEE INTERNET OF THINGS JOURNAL,A1
21682194,IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,A1
21686777,IEEE JOURNAL OF EMERGING AND SELECTED TOPICS IN POWER ELECTRONICS,A1
03649059,IEEE JOURNAL OF OCEANIC ENGINEERING,A1
21563381,IEEE JOURNAL OF PHOTOVOLTAICS,A1
19391404,IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,A2
1077260X,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,A1
19324553,IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,A1
21563357,IEEE JOURNAL ON EMERGING AND SELECTED TOPICS IN CIRCUITS AND SYSTEMS,A1
07338716,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,A1
15311309,IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS,A1
1070986X,IEEE MULTIMEDIA,A2
08908044,IEEE NETWORK,A1
19430655,IEEE PHOTONICS JOURNAL,A1
10411135,IEEE PHOTONICS TECHNOLOGY LETTERS,A1
02786648,IEEE POTENTIALS,B1
23773766,IEEE ROBOTICS AND AUTOMATION LETTERS,A1
10709932,IEEE ROBOTICS AUTOMATION MAGAZINE,A2
15407993,IEEE SECURITY PRIVACY,A1
1530437X,IEEE SENSORS JOURNAL,A1
10709908,IEEE SIGNAL PROCESSING LETTERS,A1
10535888,IEEE SIGNAL PROCESSING MAGAZINE,A1
07407459,IEEE SOFTWARE,A1
19328184,IEEE SYSTEMS JOURNAL,A1
1943068X,IEEE T COMP INTEL AI,A3
02780097,IEEE TECHNOLOGY SOCIETY MAGAZINE,NP
00189251,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,A1
0018926X,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,A1
10518223,IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,A4
00189286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,A1
15455955,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,A1
00189294,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,A1
00189316,IEEE TRANSACTIONS ON BROADCASTING,A1
10518215,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,A1
15580806,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I REGULAR PAPERS,A1
15498328,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I REGULAR PAPERS,A1
15497747,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II EXPRESS BRIEFS,A1
23798920,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,A2
00906778,IEEE TRANSACTIONS ON COMMUNICATIONS,A1
2329924X,IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS,A1
02780070,IEEE TRANSACTIONS ON COMPUTERAIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,A1
00189340,IEEE TRANSACTIONS ON COMPUTERS,A1
00983063,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,A1
10636536,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,A1
21682267,IEEE TRANSACTIONS ON CYBERNETICS,A1
15455971,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,A1
15304388,IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,A2
10709878,IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,A2
00189359,IEEE TRANSACTIONS ON EDUCATION,A1
00189375,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,A2
00189383,IEEE TRANSACTIONS ON ELECTRON DEVICES,A1
21686750,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING,A1
08858969,IEEE TRANSACTIONS ON ENERGY CONVERSION,A1
00189391,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,A2
1089778X,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,A1
10636706,IEEE TRANSACTIONS ON FUZZY SYSTEMS,A1
01962892,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,A1
10577149,IEEE TRANSACTIONS ON IMAGE PROCESSING,A1
